# Assembly name:  NagaB31_1.0
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=B-31
# Taxid:          72520
# BioSample:      SAMN02440168
# BioProject:     PRJNA170989
# Submitter:      CRIBI Genomics University of Padova
# Date:           2014-02-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# WGS project:    AZIL01
# Assembly method: Newbler v. 2.6; SCAMPI v. v1.0
# Genome coverage: 17.0x
# Sequencing technology: 454; SOLiD
# GenBank assembly accession: GCA_000569095.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000569105.1		Primary Assembly
## GCA_000572215.1		non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
NG_scf06	unplaced-scaffold	na	na	KK037252.1	<>	na	Primary Assembly	431818	na
NG_scf07	unplaced-scaffold	na	na	KK037253.1	<>	na	Primary Assembly	430255	na
NG_scf08	unplaced-scaffold	na	na	KK037254.1	<>	na	Primary Assembly	316797	na
NG_scf09	unplaced-scaffold	na	na	KK037255.1	<>	na	Primary Assembly	306134	na
NG_scf10	unplaced-scaffold	na	na	KK037256.1	<>	na	Primary Assembly	290709	na
NG_scf11	unplaced-scaffold	na	na	KK037257.1	<>	na	Primary Assembly	136605	na
NG_scf12	unplaced-scaffold	na	na	KK037258.1	<>	na	Primary Assembly	124202	na
NG_scf13	unplaced-scaffold	na	na	KK037259.1	<>	na	Primary Assembly	121145	na
NG_scf14	unplaced-scaffold	na	na	KK037260.1	<>	na	Primary Assembly	112910	na
NG_scf15	unplaced-scaffold	na	na	KK037261.1	<>	na	Primary Assembly	96496	na
NG_scf16	unplaced-scaffold	na	na	KK037262.1	<>	na	Primary Assembly	97365	na
NG_scf17	unplaced-scaffold	na	na	KK037263.1	<>	na	Primary Assembly	73328	na
NG_scf18	unplaced-scaffold	na	na	KK037264.1	<>	na	Primary Assembly	72446	na
NG_scf19	unplaced-scaffold	na	na	KK037265.1	<>	na	Primary Assembly	66087	na
NG_scf20	unplaced-scaffold	na	na	KK037266.1	<>	na	Primary Assembly	60557	na
NG_scf21	unplaced-scaffold	na	na	KK037267.1	<>	na	Primary Assembly	55496	na
NG_scf22	unplaced-scaffold	na	na	KK037268.1	<>	na	Primary Assembly	48825	na
NG_scf23	unplaced-scaffold	na	na	KK037269.1	<>	na	Primary Assembly	45006	na
NG_scf24	unplaced-scaffold	na	na	KK037270.1	<>	na	Primary Assembly	38572	na
NG_scf25	unplaced-scaffold	na	na	KK037271.1	<>	na	Primary Assembly	35757	na
NG_scf26	unplaced-scaffold	na	na	KK037272.1	<>	na	Primary Assembly	35887	na
NG_scf27	unplaced-scaffold	na	na	KK037273.1	<>	na	Primary Assembly	34316	na
NG_scf28	unplaced-scaffold	na	na	KK037274.1	<>	na	Primary Assembly	30172	na
NG_scf29	unplaced-scaffold	na	na	KK037275.1	<>	na	Primary Assembly	25820	na
NG_scf30	unplaced-scaffold	na	na	KK037276.1	<>	na	Primary Assembly	26632	na
NG_scf31	unplaced-scaffold	na	na	KK037277.1	<>	na	Primary Assembly	24845	na
NG_scf32	unplaced-scaffold	na	na	KK037278.1	<>	na	Primary Assembly	24357	na
NG_scf33	unplaced-scaffold	na	na	KK037279.1	<>	na	Primary Assembly	23336	na
NG_scf34	unplaced-scaffold	na	na	KK037280.1	<>	na	Primary Assembly	21301	na
NG_scf35	unplaced-scaffold	na	na	KK037281.1	<>	na	Primary Assembly	17884	na
NG_scf36	unplaced-scaffold	na	na	KK037282.1	<>	na	Primary Assembly	16066	na
NG_scf37	unplaced-scaffold	na	na	KK037283.1	<>	na	Primary Assembly	9139	na
NG_contig00167	unplaced-scaffold	na	na	KK037284.1	<>	na	Primary Assembly	33334	na
NG_contig00345	unplaced-scaffold	na	na	KK037285.1	<>	na	Primary Assembly	14702	na
NG_contig00358	unplaced-scaffold	na	na	KK037286.1	<>	na	Primary Assembly	13976	na
NG_contig00363	unplaced-scaffold	na	na	KK037287.1	<>	na	Primary Assembly	13874	na
NG_contig00380	unplaced-scaffold	na	na	KK037288.1	<>	na	Primary Assembly	13269	na
NG_contig00470	unplaced-scaffold	na	na	KK037289.1	<>	na	Primary Assembly	10301	na
NG_contig00533	unplaced-scaffold	na	na	KK037290.1	<>	na	Primary Assembly	8847	na
NG_contig00658	unplaced-scaffold	na	na	KK037291.1	<>	na	Primary Assembly	7060	na
NG_contig00681	unplaced-scaffold	na	na	KK037292.1	<>	na	Primary Assembly	6806	na
NG_contig00716	unplaced-scaffold	na	na	KK037293.1	<>	na	Primary Assembly	6398	na
NG_contig00731	unplaced-scaffold	na	na	KK037294.1	<>	na	Primary Assembly	6304	na
NG_contig00748	unplaced-scaffold	na	na	KK037295.1	<>	na	Primary Assembly	6165	na
NG_contig00777	unplaced-scaffold	na	na	KK037296.1	<>	na	Primary Assembly	5808	na
NG_contig00795	unplaced-scaffold	na	na	KK037297.1	<>	na	Primary Assembly	5661	na
NG_contig00925	unplaced-scaffold	na	na	KK037298.1	<>	na	Primary Assembly	4519	na
NG_contig00946	unplaced-scaffold	na	na	KK037299.1	<>	na	Primary Assembly	4352	na
NG_contig00947	unplaced-scaffold	na	na	KK037300.1	<>	na	Primary Assembly	4350	na
NG_contig00973	unplaced-scaffold	na	na	KK037301.1	<>	na	Primary Assembly	4184	na
NG_contig01002	unplaced-scaffold	na	na	KK037302.1	<>	na	Primary Assembly	4026	na
NG_contig01035	unplaced-scaffold	na	na	KK037303.1	<>	na	Primary Assembly	3871	na
NG_contig01056	unplaced-scaffold	na	na	KK037304.1	<>	na	Primary Assembly	3763	na
NG_contig01080	unplaced-scaffold	na	na	KK037305.1	<>	na	Primary Assembly	3643	na
NG_contig01090	unplaced-scaffold	na	na	KK037306.1	<>	na	Primary Assembly	3625	na
NG_contig01097	unplaced-scaffold	na	na	KK037307.1	<>	na	Primary Assembly	3577	na
NG_contig01107	unplaced-scaffold	na	na	KK037308.1	<>	na	Primary Assembly	3549	na
NG_contig01121	unplaced-scaffold	na	na	KK037309.1	<>	na	Primary Assembly	3483	na
NG_contig01141	unplaced-scaffold	na	na	KK037310.1	<>	na	Primary Assembly	3406	na
NG_contig01142	unplaced-scaffold	na	na	KK037311.1	<>	na	Primary Assembly	3408	na
NG_contig01183	unplaced-scaffold	na	na	KK037312.1	<>	na	Primary Assembly	3276	na
NG_contig01216	unplaced-scaffold	na	na	KK037313.1	<>	na	Primary Assembly	3136	na
NG_contig01226	unplaced-scaffold	na	na	KK037314.1	<>	na	Primary Assembly	3110	na
NG_contig01228	unplaced-scaffold	na	na	KK037315.1	<>	na	Primary Assembly	3104	na
NG_contig01236	unplaced-scaffold	na	na	KK037316.1	<>	na	Primary Assembly	3081	na
NG_contig01256	unplaced-scaffold	na	na	KK037317.1	<>	na	Primary Assembly	3016	na
NG_contig01277	unplaced-scaffold	na	na	KK037318.1	<>	na	Primary Assembly	2975	na
NG_contig01281	unplaced-scaffold	na	na	KK037319.1	<>	na	Primary Assembly	2966	na
NG_contig01291	unplaced-scaffold	na	na	KK037320.1	<>	na	Primary Assembly	2939	na
NG_contig01293	unplaced-scaffold	na	na	KK037321.1	<>	na	Primary Assembly	2940	na
NG_contig01346	unplaced-scaffold	na	na	KK037322.1	<>	na	Primary Assembly	2782	na
NG_contig01352	unplaced-scaffold	na	na	KK037323.1	<>	na	Primary Assembly	2771	na
NG_contig01373	unplaced-scaffold	na	na	KK037324.1	<>	na	Primary Assembly	2731	na
NG_contig01380	unplaced-scaffold	na	na	KK037325.1	<>	na	Primary Assembly	2715	na
NG_contig01404	unplaced-scaffold	na	na	KK037326.1	<>	na	Primary Assembly	2641	na
NG_contig01412	unplaced-scaffold	na	na	KK037327.1	<>	na	Primary Assembly	2617	na
NG_contig01435	unplaced-scaffold	na	na	KK037328.1	<>	na	Primary Assembly	2555	na
NG_contig01441	unplaced-scaffold	na	na	KK037329.1	<>	na	Primary Assembly	2548	na
NG_contig01443	unplaced-scaffold	na	na	KK037330.1	<>	na	Primary Assembly	2544	na
NG_contig01449	unplaced-scaffold	na	na	KK037331.1	<>	na	Primary Assembly	2527	na
NG_contig01478	unplaced-scaffold	na	na	KK037332.1	<>	na	Primary Assembly	2441	na
NG_contig01486	unplaced-scaffold	na	na	KK037333.1	<>	na	Primary Assembly	2421	na
NG_contig01489	unplaced-scaffold	na	na	KK037334.1	<>	na	Primary Assembly	2421	na
NG_contig01495	unplaced-scaffold	na	na	KK037335.1	<>	na	Primary Assembly	2408	na
NG_contig01502	unplaced-scaffold	na	na	KK037336.1	<>	na	Primary Assembly	2391	na
NG_contig01505	unplaced-scaffold	na	na	KK037337.1	<>	na	Primary Assembly	2390	na
NG_contig01508	unplaced-scaffold	na	na	KK037338.1	<>	na	Primary Assembly	2385	na
NG_contig01515	unplaced-scaffold	na	na	KK037339.1	<>	na	Primary Assembly	2370	na
NG_contig01528	unplaced-scaffold	na	na	KK037340.1	<>	na	Primary Assembly	2338	na
NG_contig01529	unplaced-scaffold	na	na	KK037341.1	<>	na	Primary Assembly	2337	na
NG_contig01530	unplaced-scaffold	na	na	KK037342.1	<>	na	Primary Assembly	2335	na
NG_contig01563	unplaced-scaffold	na	na	KK037343.1	<>	na	Primary Assembly	2262	na
NG_contig01569	unplaced-scaffold	na	na	KK037344.1	<>	na	Primary Assembly	2233	na
NG_contig01572	unplaced-scaffold	na	na	KK037345.1	<>	na	Primary Assembly	2222	na
NG_contig01573	unplaced-scaffold	na	na	KK037346.1	<>	na	Primary Assembly	2220	na
NG_contig01578	unplaced-scaffold	na	na	KK037347.1	<>	na	Primary Assembly	2208	na
NG_contig01594	unplaced-scaffold	na	na	KK037348.1	<>	na	Primary Assembly	2176	na
NG_contig01612	unplaced-scaffold	na	na	KK037349.1	<>	na	Primary Assembly	2121	na
NG_contig01613	unplaced-scaffold	na	na	KK037350.1	<>	na	Primary Assembly	2119	na
NG_contig01626	unplaced-scaffold	na	na	KK037351.1	<>	na	Primary Assembly	2081	na
NG_contig01637	unplaced-scaffold	na	na	KK037352.1	<>	na	Primary Assembly	2058	na
NG_contig01655	unplaced-scaffold	na	na	KK037353.1	<>	na	Primary Assembly	2012	na
NG_contig01658	unplaced-scaffold	na	na	KK037354.1	<>	na	Primary Assembly	2007	na
NG_contig01665	unplaced-scaffold	na	na	KK037355.1	<>	na	Primary Assembly	1998	na
NG_contig01676	unplaced-scaffold	na	na	KK037356.1	<>	na	Primary Assembly	1982	na
NG_contig01685	unplaced-scaffold	na	na	KK037357.1	<>	na	Primary Assembly	1949	na
NG_contig01688	unplaced-scaffold	na	na	KK037358.1	<>	na	Primary Assembly	1934	na
NG_contig01689	unplaced-scaffold	na	na	KK037359.1	<>	na	Primary Assembly	1936	na
NG_contig01693	unplaced-scaffold	na	na	KK037360.1	<>	na	Primary Assembly	1924	na
NG_contig01698	unplaced-scaffold	na	na	KK037361.1	<>	na	Primary Assembly	1907	na
NG_contig01703	unplaced-scaffold	na	na	KK037362.1	<>	na	Primary Assembly	1898	na
NG_contig01708	unplaced-scaffold	na	na	KK037363.1	<>	na	Primary Assembly	1887	na
NG_contig01713	unplaced-scaffold	na	na	KK037364.1	<>	na	Primary Assembly	1865	na
NG_contig01718	unplaced-scaffold	na	na	KK037365.1	<>	na	Primary Assembly	1839	na
NG_contig01719	unplaced-scaffold	na	na	KK037366.1	<>	na	Primary Assembly	1837	na
NG_contig01725	unplaced-scaffold	na	na	KK037367.1	<>	na	Primary Assembly	1826	na
NG_contig01733	unplaced-scaffold	na	na	KK037368.1	<>	na	Primary Assembly	1801	na
NG_contig01734	unplaced-scaffold	na	na	KK037369.1	<>	na	Primary Assembly	1801	na
NG_contig01741	unplaced-scaffold	na	na	KK037370.1	<>	na	Primary Assembly	1787	na
NG_contig01748	unplaced-scaffold	na	na	KK037371.1	<>	na	Primary Assembly	1775	na
NG_contig01752	unplaced-scaffold	na	na	KK037372.1	<>	na	Primary Assembly	1763	na
NG_contig01754	unplaced-scaffold	na	na	KK037373.1	<>	na	Primary Assembly	1758	na
NG_contig01756	unplaced-scaffold	na	na	KK037374.1	<>	na	Primary Assembly	1754	na
NG_contig01765	unplaced-scaffold	na	na	KK037375.1	<>	na	Primary Assembly	1740	na
NG_contig01770	unplaced-scaffold	na	na	KK037376.1	<>	na	Primary Assembly	1733	na
NG_contig01772	unplaced-scaffold	na	na	KK037377.1	<>	na	Primary Assembly	1729	na
NG_contig01776	unplaced-scaffold	na	na	KK037378.1	<>	na	Primary Assembly	1721	na
NG_contig01780	unplaced-scaffold	na	na	KK037379.1	<>	na	Primary Assembly	1716	na
NG_contig01781	unplaced-scaffold	na	na	KK037380.1	<>	na	Primary Assembly	1714	na
NG_contig01785	unplaced-scaffold	na	na	KK037381.1	<>	na	Primary Assembly	1704	na
NG_contig01788	unplaced-scaffold	na	na	KK037382.1	<>	na	Primary Assembly	1680	na
NG_contig01796	unplaced-scaffold	na	na	KK037383.1	<>	na	Primary Assembly	1668	na
NG_contig01797	unplaced-scaffold	na	na	KK037384.1	<>	na	Primary Assembly	1667	na
NG_contig01798	unplaced-scaffold	na	na	KK037385.1	<>	na	Primary Assembly	1665	na
NG_contig01804	unplaced-scaffold	na	na	KK037386.1	<>	na	Primary Assembly	1654	na
NG_contig01811	unplaced-scaffold	na	na	KK037387.1	<>	na	Primary Assembly	1629	na
NG_contig01814	unplaced-scaffold	na	na	KK037388.1	<>	na	Primary Assembly	1629	na
NG_contig01816	unplaced-scaffold	na	na	KK037389.1	<>	na	Primary Assembly	1611	na
NG_contig01819	unplaced-scaffold	na	na	KK037390.1	<>	na	Primary Assembly	1616	na
NG_contig01820	unplaced-scaffold	na	na	KK037391.1	<>	na	Primary Assembly	1611	na
NG_contig01828	unplaced-scaffold	na	na	KK037392.1	<>	na	Primary Assembly	1578	na
NG_contig01831	unplaced-scaffold	na	na	KK037393.1	<>	na	Primary Assembly	1572	na
NG_contig01846	unplaced-scaffold	na	na	KK037394.1	<>	na	Primary Assembly	1532	na
NG_contig01850	unplaced-scaffold	na	na	KK037395.1	<>	na	Primary Assembly	1525	na
NG_contig01858	unplaced-scaffold	na	na	KK037396.1	<>	na	Primary Assembly	1502	na
NG_contig01859	unplaced-scaffold	na	na	KK037397.1	<>	na	Primary Assembly	1499	na
NG_contig01860	unplaced-scaffold	na	na	KK037398.1	<>	na	Primary Assembly	1497	na
NG_contig01862	unplaced-scaffold	na	na	KK037399.1	<>	na	Primary Assembly	1497	na
NG_contig01863	unplaced-scaffold	na	na	KK037400.1	<>	na	Primary Assembly	1493	na
NG_contig01872	unplaced-scaffold	na	na	KK037401.1	<>	na	Primary Assembly	1476	na
NG_contig01873	unplaced-scaffold	na	na	KK037402.1	<>	na	Primary Assembly	1476	na
NG_contig01874	unplaced-scaffold	na	na	KK037403.1	<>	na	Primary Assembly	1475	na
NG_contig01875	unplaced-scaffold	na	na	KK037404.1	<>	na	Primary Assembly	1476	na
NG_contig01884	unplaced-scaffold	na	na	KK037405.1	<>	na	Primary Assembly	1461	na
NG_contig01886	unplaced-scaffold	na	na	KK037406.1	<>	na	Primary Assembly	1459	na
NG_contig01888	unplaced-scaffold	na	na	KK037407.1	<>	na	Primary Assembly	1456	na
NG_contig01889	unplaced-scaffold	na	na	KK037408.1	<>	na	Primary Assembly	1452	na
NG_contig01891	unplaced-scaffold	na	na	KK037409.1	<>	na	Primary Assembly	1453	na
NG_contig01895	unplaced-scaffold	na	na	KK037410.1	<>	na	Primary Assembly	1443	na
NG_contig01902	unplaced-scaffold	na	na	KK037411.1	<>	na	Primary Assembly	1434	na
NG_contig01904	unplaced-scaffold	na	na	KK037412.1	<>	na	Primary Assembly	1433	na
NG_contig01908	unplaced-scaffold	na	na	KK037413.1	<>	na	Primary Assembly	1426	na
NG_contig01910	unplaced-scaffold	na	na	KK037414.1	<>	na	Primary Assembly	1426	na
NG_contig01914	unplaced-scaffold	na	na	KK037415.1	<>	na	Primary Assembly	1424	na
NG_contig01916	unplaced-scaffold	na	na	KK037416.1	<>	na	Primary Assembly	1423	na
NG_contig01920	unplaced-scaffold	na	na	KK037417.1	<>	na	Primary Assembly	1412	na
NG_contig01923	unplaced-scaffold	na	na	KK037418.1	<>	na	Primary Assembly	1413	na
NG_contig01925	unplaced-scaffold	na	na	KK037419.1	<>	na	Primary Assembly	1409	na
NG_contig01929	unplaced-scaffold	na	na	KK037420.1	<>	na	Primary Assembly	1402	na
NG_contig01935	unplaced-scaffold	na	na	KK037421.1	<>	na	Primary Assembly	1381	na
NG_contig01941	unplaced-scaffold	na	na	KK037422.1	<>	na	Primary Assembly	1368	na
NG_contig01948	unplaced-scaffold	na	na	KK037423.1	<>	na	Primary Assembly	1361	na
NG_contig01953	unplaced-scaffold	na	na	KK037424.1	<>	na	Primary Assembly	1356	na
NG_contig01959	unplaced-scaffold	na	na	KK037425.1	<>	na	Primary Assembly	1350	na
NG_contig01963	unplaced-scaffold	na	na	KK037426.1	<>	na	Primary Assembly	1344	na
NG_contig01974	unplaced-scaffold	na	na	KK037427.1	<>	na	Primary Assembly	1324	na
NG_contig01976	unplaced-scaffold	na	na	KK037428.1	<>	na	Primary Assembly	1323	na
NG_contig01980	unplaced-scaffold	na	na	KK037429.1	<>	na	Primary Assembly	1319	na
NG_contig01981	unplaced-scaffold	na	na	KK037430.1	<>	na	Primary Assembly	1319	na
NG_contig01983	unplaced-scaffold	na	na	KK037431.1	<>	na	Primary Assembly	1313	na
NG_contig01988	unplaced-scaffold	na	na	KK037432.1	<>	na	Primary Assembly	1309	na
NG_contig01992	unplaced-scaffold	na	na	KK037433.1	<>	na	Primary Assembly	1302	na
NG_contig01993	unplaced-scaffold	na	na	KK037434.1	<>	na	Primary Assembly	1300	na
NG_contig01994	unplaced-scaffold	na	na	KK037435.1	<>	na	Primary Assembly	1299	na
NG_contig01999	unplaced-scaffold	na	na	KK037436.1	<>	na	Primary Assembly	1294	na
NG_contig02002	unplaced-scaffold	na	na	KK037437.1	<>	na	Primary Assembly	1286	na
NG_contig02015	unplaced-scaffold	na	na	KK037438.1	<>	na	Primary Assembly	1265	na
NG_contig02018	unplaced-scaffold	na	na	KK037439.1	<>	na	Primary Assembly	1260	na
NG_contig02022	unplaced-scaffold	na	na	KK037440.1	<>	na	Primary Assembly	1256	na
NG_contig02023	unplaced-scaffold	na	na	KK037441.1	<>	na	Primary Assembly	1255	na
NG_contig02029	unplaced-scaffold	na	na	KK037442.1	<>	na	Primary Assembly	1249	na
NG_contig02037	unplaced-scaffold	na	na	KK037443.1	<>	na	Primary Assembly	1241	na
NG_contig02040	unplaced-scaffold	na	na	KK037444.1	<>	na	Primary Assembly	1239	na
NG_contig02041	unplaced-scaffold	na	na	KK037445.1	<>	na	Primary Assembly	1239	na
NG_contig02043	unplaced-scaffold	na	na	KK037446.1	<>	na	Primary Assembly	1232	na
NG_contig02050	unplaced-scaffold	na	na	KK037447.1	<>	na	Primary Assembly	1221	na
NG_contig02052	unplaced-scaffold	na	na	KK037448.1	<>	na	Primary Assembly	1218	na
NG_contig02054	unplaced-scaffold	na	na	KK037449.1	<>	na	Primary Assembly	1216	na
NG_contig02071	unplaced-scaffold	na	na	KK037450.1	<>	na	Primary Assembly	1191	na
NG_contig02074	unplaced-scaffold	na	na	KK037451.1	<>	na	Primary Assembly	1189	na
NG_contig02079	unplaced-scaffold	na	na	KK037452.1	<>	na	Primary Assembly	1183	na
NG_contig02080	unplaced-scaffold	na	na	KK037453.1	<>	na	Primary Assembly	1182	na
NG_contig02081	unplaced-scaffold	na	na	KK037454.1	<>	na	Primary Assembly	1182	na
NG_contig02090	unplaced-scaffold	na	na	KK037455.1	<>	na	Primary Assembly	1166	na
NG_contig02096	unplaced-scaffold	na	na	KK037456.1	<>	na	Primary Assembly	1164	na
NG_contig02100	unplaced-scaffold	na	na	KK037457.1	<>	na	Primary Assembly	1157	na
NG_contig02101	unplaced-scaffold	na	na	KK037458.1	<>	na	Primary Assembly	1154	na
NG_contig02103	unplaced-scaffold	na	na	KK037459.1	<>	na	Primary Assembly	1148	na
NG_contig02105	unplaced-scaffold	na	na	KK037460.1	<>	na	Primary Assembly	1153	na
NG_contig02106	unplaced-scaffold	na	na	KK037461.1	<>	na	Primary Assembly	1154	na
NG_contig02108	unplaced-scaffold	na	na	KK037462.1	<>	na	Primary Assembly	1149	na
NG_contig02114	unplaced-scaffold	na	na	KK037463.1	<>	na	Primary Assembly	1142	na
NG_contig02124	unplaced-scaffold	na	na	KK037464.1	<>	na	Primary Assembly	1128	na
NG_contig02128	unplaced-scaffold	na	na	KK037465.1	<>	na	Primary Assembly	1125	na
NG_contig02133	unplaced-scaffold	na	na	KK037466.1	<>	na	Primary Assembly	1123	na
NG_contig02135	unplaced-scaffold	na	na	KK037467.1	<>	na	Primary Assembly	1120	na
NG_contig02142	unplaced-scaffold	na	na	KK037468.1	<>	na	Primary Assembly	1114	na
NG_contig02145	unplaced-scaffold	na	na	KK037469.1	<>	na	Primary Assembly	1105	na
NG_contig02149	unplaced-scaffold	na	na	KK037470.1	<>	na	Primary Assembly	1102	na
NG_contig02151	unplaced-scaffold	na	na	KK037471.1	<>	na	Primary Assembly	1100	na
NG_contig02153	unplaced-scaffold	na	na	KK037472.1	<>	na	Primary Assembly	1097	na
NG_contig02157	unplaced-scaffold	na	na	KK037473.1	<>	na	Primary Assembly	1093	na
NG_contig02158	unplaced-scaffold	na	na	KK037474.1	<>	na	Primary Assembly	1088	na
NG_contig02163	unplaced-scaffold	na	na	KK037475.1	<>	na	Primary Assembly	1084	na
NG_contig02164	unplaced-scaffold	na	na	KK037476.1	<>	na	Primary Assembly	1083	na
NG_contig02171	unplaced-scaffold	na	na	KK037477.1	<>	na	Primary Assembly	1076	na
NG_contig02175	unplaced-scaffold	na	na	KK037478.1	<>	na	Primary Assembly	1072	na
NG_contig02177	unplaced-scaffold	na	na	KK037479.1	<>	na	Primary Assembly	1073	na
NG_contig02179	unplaced-scaffold	na	na	KK037480.1	<>	na	Primary Assembly	1072	na
NG_contig02180	unplaced-scaffold	na	na	KK037481.1	<>	na	Primary Assembly	1069	na
NG_contig02188	unplaced-scaffold	na	na	KK037482.1	<>	na	Primary Assembly	1061	na
NG_contig02189	unplaced-scaffold	na	na	KK037483.1	<>	na	Primary Assembly	1062	na
NG_contig02190	unplaced-scaffold	na	na	KK037484.1	<>	na	Primary Assembly	1061	na
NG_contig02193	unplaced-scaffold	na	na	KK037485.1	<>	na	Primary Assembly	1059	na
NG_contig02199	unplaced-scaffold	na	na	KK037486.1	<>	na	Primary Assembly	1053	na
NG_contig02200	unplaced-scaffold	na	na	KK037487.1	<>	na	Primary Assembly	1052	na
NG_contig02202	unplaced-scaffold	na	na	KK037488.1	<>	na	Primary Assembly	1049	na
NG_contig02209	unplaced-scaffold	na	na	KK037489.1	<>	na	Primary Assembly	1041	na
NG_contig02214	unplaced-scaffold	na	na	KK037490.1	<>	na	Primary Assembly	1037	na
NG_contig02215	unplaced-scaffold	na	na	KK037491.1	<>	na	Primary Assembly	1037	na
NG_contig02218	unplaced-scaffold	na	na	KK037492.1	<>	na	Primary Assembly	1033	na
NG_contig02226	unplaced-scaffold	na	na	KK037493.1	<>	na	Primary Assembly	1019	na
NG_contig02230	unplaced-scaffold	na	na	KK037494.1	<>	na	Primary Assembly	1013	na
NG_contig02236	unplaced-scaffold	na	na	KK037495.1	<>	na	Primary Assembly	1011	na
NG_contig02243	unplaced-scaffold	na	na	KK037496.1	<>	na	Primary Assembly	999	na
NG_contig02250	unplaced-scaffold	na	na	KK037497.1	<>	na	Primary Assembly	995	na
NG_contig02253	unplaced-scaffold	na	na	KK037498.1	<>	na	Primary Assembly	993	na
NG_contig02254	unplaced-scaffold	na	na	KK037499.1	<>	na	Primary Assembly	990	na
NG_contig02255	unplaced-scaffold	na	na	KK037500.1	<>	na	Primary Assembly	986	na
